soil_pH,soil_N,soil_P,rainfall_mm,temp_avg,fertilizer_kg_per_ha,irrigation_mm,pesticide_ml,input_cost_total,environmental_score,yield_kg_per_ha,date,month,day_of_year,crop_type
6.75,,33.78312971571077,637.8611246650987,30.577190996911312,,281.86855072269975,38.130784131222114,79.61019374671275,102.53034166529952,3621.573802664103,2024-12-02,12,337,Barley
8.44,131.35004807873318,10.535061318794334,509.7818603703219,25.089626632365203,135.2796737820012,93.67339566339444,81.1045771486753,110.70588916828208,117.38028068308658,3301.3976250923815,2025-06-19,6,170,Maize
4.75,99.11210395392382,47.35870164664028,863.0130240301735,20.302913079854914,183.05798807585478,229.67300508641137,14.748248746514447,141.888069679164,180.2115192460877,4483.3165820493605,2025-07-18,7,199,Rice
7.28,48.60347018048364,49.000191497002476,,31.4712656005342,108.40305969594522,120.35629283175336,68.52775569252604,98.8311151220811,108.00149923634575,2749.3938714143487,2025-06-05,6,156,Rice
7.65,118.63270801526473,8.421177439058651,781.6644197385478,31.77681082607326,62.07417782162401,143.4233228236,58.932394566835754,77.40147184558273,86.16474299673797,3738.7257112591233,2023-07-21,7,202,Maize
6.98,182.004162211642,32.534334743872975,521.7088400495361,39.938988348233394,127.82156939894126,477.5875802390662,243.1811544780483,232.38264709069836,244.28733115888946,4051.855461801667,2023-06-13,6,164,Rice
7.02,167.2101589115039,20.167216253824634,157.5837299909432,15.229156681284802,162.3254028889707,296.2467395882025,102.88995591002346,171.27903613513288,196.5582592008455,3467.349327578144,2025-02-01,2,32,Maize
5.97,189.8508656301678,18.304160554236145,63.3902765061009,28.198488406057987,70.95945793127774,183.36095429689954,90.68301014893456,99.35682286969914,106.65226206272996,3075.3034305852416,2025-09-14,9,257,Maize
4.88,21.75875253545306,7.510681002631106,667.791913740643,13.171306105690675,178.2280183587019,356.8036831317358,186.76481886393412,216.50419146487832,232.65439784113528,3862.830744485144,2024-03-01,3,61,Maize
8.3,37.22861999362911,40.226182319671416,310.02708383706374,26.251960498166003,25.66998532293896,353.40179810525257,50.57971453021105,98.68926664158332,126.48050207836026,2596.1804036510157,2025-04-23,4,113,Wheat
5.67,27.081837320331736,26.131369214219013,268.9445924472478,28.308860011841794,70.69463841214412,192.77625074583466,91.42827383919773,101.3310515069983,109.39248565495663,3185.0198785823936,2024-05-23,5,144,Wheat
7.49,116.44898320515463,42.78605965767835,659.4683238878623,22.011586348616625,68.47902465917193,346.4392138483261,132.13037119681383,143.16646645829533,158.23221606968238,3464.4186818759795,2024-10-23,10,297,Wheat
5.18,54.536118449373724,39.62567332904551,298.8564803612046,23.97263227723738,53.628645922384166,266.74010437239144,200.40583575376797,140.28409456180077,132.23980244052473,2751.6498581109427,2024-06-03,6,155,Barley
6.05,177.26188055354098,8.425020823503708,408.1035532151335,17.881349243535556,,201.7599962201056,282.99303356224493,218.5366783253579,200.77142503745213,3631.4519356881788,2024-07-07,7,189,Barley
4.64,113.18809580924805,20.224786928521816,252.98980911685123,23.90459465438803,141.93426870090488,284.4063682169364,151.2210239245273,173.21471517119792,185.60457407807658,3071.7667343889902,2024-08-25,8,238,Barley
6.97,193.32683754276437,9.873259268332347,655.2612453006981,20.00625672345988,125.21094179616026,247.41297580027316,50.048911485078854,127.10273950365841,154.355348966286,4151.690068247053,2023-02-04,2,35,Barley
5.47,47.43488239947514,46.857078463793066,228.04138333548613,25.2462747746144,168.0696355177016,293.68493428778845,186.99433012771723,198.87010365472366,207.64669460972922,2737.120477101997,2024-08-19,8,232,Maize
7.88,100.15494590047979,21.847242432801696,582.5959316515472,19.65568200806081,115.29778062797318,370.6543541753811,158.193268692718,179.2377417568782,196.19430149867006,3569.135940494263,2025-01-23,1,23,Maize
5.21,53.394592826561805,18.173059345024598,439.81491022046714,18.62704437472634,73.65002147902662,446.98652873125235,130.21466054345422,165.28671464880006,191.30743756113708,2644.3166553444416,2025-09-13,9,256,Barley
5.06,73.52282132705915,35.80925009040131,352.93681571948383,24.810631703602972,87.07926467995028,426.642399283601,245.03801087230423,202.3795154583866,204.74407968028086,3423.2103054609242,2024-05-20,5,141,Barley
4.8,83.83198837533978,14.058849438776274,225.62513198377178,33.47677796540009,184.10717702051093,53.41049648199531,46.452804486068224,116.67152915247499,131.13273560551195,3338.451957155932,2024-04-10,4,101,Wheat
4.86,27.483114629070577,46.59174876725972,733.6118371506719,23.987194500843312,194.980854562047,29.118915410137614,117.11293381408616,138.44809050727687,137.43548074167808,3702.014017952501,2024-08-06,8,219,Maize
8.47,140.16680940144525,52.84830378062267,611.9676543771503,21.676050797212945,81.83651749169772,462.3293047911234,149.1501842153057,178.12917496866527,202.7157203538862,3791.7009538710818,2023-10-22,10,295,Maize
5.67,72.49926416767458,33.18000776501849,682.042140515513,30.810079057588055,60.9806248770127,319.11220752030573,106.49853474418255,126.26231436582226,142.9718906567176,3063.2956084699777,2024-08-25,8,238,Barley
4.83,141.21783799848512,13.47797737481679,700.397664010824,16.81341029514306,168.7625727316612,264.7668075112287,38.2224215086287,148.80137432066493,184.50982804322823,4133.642064237178,2024-01-13,1,13,Barley
6.71,167.45399469682224,49.45293655050722,456.48935918799947,15.075674110264323,188.59655681422714,292.8271677143996,198.59095183519025,212.44099750055057,220.8651795863752,4015.482794401368,2025-02-05,2,36,Wheat
7.77,35.65761678405383,39.90692002896678,521.0101680186558,33.59266364790287,109.28141484242641,254.86303764408984,21.13820330008749,111.95477594005743,144.14158052869155,3661.9410371186223,2025-05-03,5,123,Wheat
7.93,124.16157354303081,55.23078211669302,497.39559000766087,23.971259864355197,199.08430258509122,259.1028660912604,63.300702871947664,155.16076668311456,198.4474554358718,3821.3495866831513,2025-07-29,7,210,Wheat
5.51,101.06676852647333,26.320684300060588,489.13025456347464,30.21140817457007,18.270648544711165,349.76393520128596,225.20070428449645,146.64832259796168,138.41164011566212,3347.8931100838017,2023-05-26,5,146,Maize
8.26,189.03218573232132,14.117599708980165,237.9736292473251,28.465464253600604,37.155390939741565,267.8444852280149,278.9611446881637,155.83493592192286,130.54269460106576,2720.8437401801216,2023-01-10,1,10,Barley
8.42,90.36307926299264,53.87624941459693,636.7612947572604,26.067710872582666,72.45869800004097,470.95279363021007,118.3023439051993,165.9106108976223,196.59129127960753,3539.7312865629456,2024-04-19,4,110,Wheat
5.18,135.37497392215977,5.808136376022461,590.9399937655554,30.841164389771905,182.9669899993756,432.20149359719886,184.47090437008083,233.26506503015185,257.8877325157931,3836.812920362879,2023-10-17,10,290,Rice
8.1,85.96307627685162,58.95430579894768,464.9881263556772,26.845427845045734,,245.66521595606545,203.59802814806912,208.94929886685384,212.54358427909057,3581.585496385047,2023-01-12,1,12,Barley
6.1,197.24055311441148,29.013780437282136,124.11202274919052,18.274062495143124,143.61363224017217,266.18011743065745,94.91262221630487,153.51662627110903,175.513476794931,3801.4114114235513,2024-11-21,11,326,Rice
8.16,43.057234345916,59.62902584826302,702.7884148935184,19.547263535933016,,183.31885004822823,181.7097721379627,179.8362458012743,179.55808520855254,3850.1407125226506,2024-10-05,10,279,Maize
5.06,75.86515260624327,54.08878094751653,493.4901628162154,20.29651311042704,111.53773823709055,78.30640744632494,200.98604725776542,131.7259647851399,110.51316990192835,3250.2000421049524,2023-08-01,8,213,Wheat
6.51,179.6464820376685,36.02407158584347,700.327293510762,35.270316873364244,64.00322261747834,299.50552210678376,177.69255764172274,102.5642691885993,131.8074413553566,3830.070677372589,2023-06-24,6,175,Wheat
5.15,130.73949888158197,31.62423883406109,466.6489838888124,15.356291912920572,184.74627917535523,403.6308246631252,162.71596805713162,221.91409493744214,248.20861170986385,3788.087366887322,2025-09-08,9,251,Rice
5.45,59.73853030197687,21.761310246237333,132.285910105154,28.401350041112988,121.64227535328934,401.5852558163656,183.49670269380422,196.18719964805908,211.81061222626371,2958.592639577501,2024-03-09,3,69,Barley
8.06,155.94867568942541,24.80277562455381,308.1445428034481,34.83955459027972,54.8425778248294,205.2993486191333,206.7430070941013,130.50406076447175,115.16965199004775,3168.953224357434,2024-06-13,6,165,Rice
7.19,119.04077758812711,27.414866706783695,389.17659655600755,24.987576404732447,,251.39172092334027,75.77580200541726,77.9419834972757,88.91217493072277,2851.3875730013488,2023-10-16,10,289,Barley
4.54,113.10843015948969,10.638378023656095,61.614736442818526,30.819846451488743,68.31407740631359,381.6474559986408,42.260581185258395,123.16470425846248,159.70874136190622,2770.0150799981325,2023-09-12,9,255,Wheat
7.11,21.679691568876795,32.880624087900905,841.4943811724463,18.85859325518392,,103.4359377111439,63.01420118762088,96.17662663958222,105.23441592138587,3568.1770110994344,2023-08-26,8,238,Wheat
6.63,163.18099294215125,14.18241988109593,295.8535711441466,29.22836092191035,37.64643995380912,262.33615334281114,295.07918992163223,159.81420762195646,130.79662896729204,3251.7648814480335,2023-01-10,1,10,Rice
5.06,124.39708173706363,37.48508086970508,706.9708484311913,20.475402398618467,15.725342197951608,160.28161218046228,246.5404377762601,113.88112486794628,82.17373275053566,3611.7282688692976,2023-03-16,3,75,Wheat
7.63,50.24255739407542,54.83610511728734,426.61589375473204,25.497864061083096,13.055351513292779,2.9323639435806514,162.68999268632373,55.92114635125964,24.981919359682237,2820.68349951707,2024-01-10,1,10,Barley
6.53,186.99541097513833,43.27445149928413,503.81468089613116,15.49294371792659,66.48533843487303,452.95583561732377,184.02055395665133,179.04000252789666,194.1800091417861,3696.00982253746,2024-08-02,8,215,Rice
6.09,56.726414233201794,41.005787777627496,499.9205326941568,16.816076321463463,38.46315455687011,191.78369550364604,132.46020311366908,97.32637731326498,93.85902169658279,2979.560717739158,2025-07-01,7,182,Barley
8.45,63.82681338373387,42.824712333680836,99.72442233080147,15.92588604622134,22.79317742384823,490.3805871944258,236.09273981436027,180.30052809511736,184.39935659407269,2892.2091234027766,2024-09-19,9,263,Rice
7.02,194.49421802035175,55.414937971266404,,23.477316993541926,52.169849192417786,13.920525631293145,296.13002577723495,117.70803745563799,65.09106978256212,2974.1917344482304,2025-02-14,2,45,Maize
5.86,193.33856069461905,21.79208721832022,277.30230438777187,28.054074419891204,77.59455087957727,296.7482079109257,70.08742909456997,119.17314575034477,142.58993581048108,2973.087494071939,2023-06-30,6,181,Wheat
5.72,81.1774934782519,11.275268168836336,352.4132493161542,31.545598651328945,123.43884542339335,356.8301415560769,79.49011846663291,156.93248656290191,189.06136156752237,3361.0322462618346,2025-09-22,9,265,Wheat
4.63,30.411681781411346,55.329953762387376,,32.62750652096502,89.81570282697517,176.26462065025865,2.7496650551449453,80.9856750600828,107.0437743967772,2613.1283218620315,2024-06-12,6,164,Rice
8.06,131.26803217726143,18.991536946301586,365.90587912047846,15.253216302109703,197.62481519092708,413.43392358668103,855.4687617397559,232.8273180171851,259.71444142535563,3741.17750778267,2024-10-24,10,298,Rice
6.04,106.674023272259,55.029475069012584,130.77624952524218,13.24073527257563,193.34122800369212,86.9886997609018,274.30213279994507,196.35899379400993,169.53156001048032,3209.3695941275564,2024-12-11,12,346,Maize
7.22,168.6921734454551,32.52206301406107,350.9896498847418,25.04629472270306,147.04570362031922,448.12835823578945,60.04626337481005,181.16240246976054,228.67055598040935,3828.0770613119175,2024-05-16,5,137,Wheat
8.28,150.6763837973532,24.41777153801663,99.07569774887986,28.28767841338163,117.68624809069046,478.9896766244453,2.535448818738162,155.40169401585575,214.56219672362167,3083.851561620781,2025-01-16,1,16,Rice
6.24,149.97276887649267,41.46759554918823,326.60870823061356,30.32978302231028,16.84260223541967,86.37865914054366,73.43996190051777,47.7290215159739,43.363155273466674,3391.0742216410763,2025-02-11,2,42,Wheat
7.1,197.59926678808637,32.84463327223615,389.5662619856781,26.761688187325227,66.54589530207582,182.28321375993224,28.36690343231647,78.2396614327193,97.44919165245682,3154.7665111355523,2025-05-30,5,150,Wheat
6.05,39.256514988852516,40.35850505322892,667.1834282904556,28.249476420883433,17.341313519128043,85.40685315310537,231.1313408377011,95.09142964149541,59.139978141178545,3318.4209924963893,2025-09-18,9,261,Rice
8.09,53.844452230774905,20.5359834503502,633.0508009019596,17.959544709916877,67.08136269926939,1.8281556723246384,147.1363225559354,78.04720925088024,55.51089657685257,3149.5355872392515,2024-11-28,11,333,Wheat
6.99,175.30347395778114,31.20403424890854,742.6157916755395,35.16080842022433,129.26198673147627,440.6290338815058,223.89414377072305,219.92504327325622,232.1353165804098,4045.029387932183,2024-04-18,4,109,Wheat
5.23,138.68370599704087,51.958170693756685,610.6864902823554,20.34789564658296,3.382559984321465,364.620124548784,1417.1251203153176,159.6428121208366,139.75807576153443,3439.081613520221,2023-10-07,10,280,Rice
5.84,53.498255212329916,29.07137304815119,632.6544777626965,31.545676463538584,129.03001666018068,97.0643852229861,60.1019463289327,101.95846927336737,112.5475201958975,4088.4289910194893,2025-09-05,9,248,Rice
6.79,30.275634096076672,6.5145195928206014,302.2987789990403,24.836390336028707,10.331471422928207,198.02723871773335,247.54046269842573,119.0333222645385,90.3611007389195,2749.508707544498,2023-10-28,10,301,Maize
4.95,37.71121694841152,44.50821464546022,236.93568050172183,29.192906907052134,83.23218928123156,158.2343920307493,6.272853700570491,75.14482915693678,98.03691654802077,2674.427261374943,2025-07-17,7,198,Maize
7.51,188.09750315502288,26.33927179707782,60.06701225045951,15.541645107945797,64.14671646231425,252.5577778720032,1071.1787113873738,146.8556364888002,135.67893746673698,3195.4924571818474,2023-01-16,1,16,Barley
7.3,25.39524617708203,26.42150421963312,322.46133018425195,17.612016264758317,147.91623544434853,281.0723769137925,269.02396497232337,210.87978259662975,199.9738508379792,3284.926888109836,2023-03-06,3,65,Rice
6.87,,19.10915343443363,520.0354040670449,26.759018947951844,145.21697029677009,359.99840131372315,115.04433677251275,179.1214664428835,206.63413624943027,3925.8919735608224,2024-01-18,1,18,Barley
4.58,59.817699527528404,6.848748010080545,,20.693454084521328,,401.8467259386512,75.14488402492904,119.46278786157453,147.92847914372695,2777.678344556853,2024-04-07,4,98,Wheat
5.12,165.18100661506094,19.957234937074706,600.222188200624,14.984989394829476,173.92993696243425,78.60194177847713,525.9640371857204,134.24319906805576,138.4578254547181,3769.8211675224356,2023-08-03,8,215,Wheat
8.13,156.8521681619843,49.6118073463409,481.68438150951823,19.836217892343434,197.12014679056006,496.4160658409877,90.79210219104436,225.0809172207909,276.2761180457368,4011.447035352241,2025-07-22,7,203,Rice
6.39,61.70090624901981,25.92310041291593,227.17107742572614,12.899936424708487,23.842088568114672,10.574911674708144,25.738285469846844,21.757512259953018,20.051555190265933,2694.5158313201423,2025-09-13,9,256,Barley
4.66,137.05862354244863,26.111138567473873,574.9844589164495,13.091308165653977,188.94147633449634,372.3753658149611,70.21733250524974,190.01101108181535,232.0992287957111,3828.1438395249884,2024-12-25,12,360,Rice
7.76,23.217308252014487,53.28065429836224,239.76737763484607,32.06300240245894,,230.3363958274966,22.3285255315547,61.3061398412379,81.58213492093104,2784.3907478504348,2024-05-16,5,137,Barley
7.28,135.8439851353745,12.23190159438899,513.1790018798995,15.543070464452512,90.56496105686536,466.7065635117274,296.80485421261176,227.6652494945617,224.0314311088986,4079.261228231251,2025-02-08,2,39,Wheat
6.14,114.75247896850038,20.110233903573572,,26.441321284075705,55.738863185705156,361.7672866655443,11.787583545207736,103.75916398952376,143.15226226560713,2932.99466078037,2023-01-16,1,16,Wheat
4.75,178.24129536118966,55.00711132238581,611.3101097765814,26.941565342580578,47.963990441318046,129.1134066299915,145.25534949677905,93.38128139569103,82.03795120346618,3736.7463509102618,2025-07-17,7,198,Maize
7.71,39.88534036365104,19.224145918842133,725.5107586181304,31.583031102012313,67.2646788540667,167.0227742099798,149.26982501661777,111.81784177401465,105.39262207709574,3458.4621830058218,2023-09-12,9,255,Barley
7.77,,52.91624652446786,449.82018261977714,14.56651724377529,,394.017574787511,177.77045482944806,199.7963747615873,217.17638594549885,3567.2424385354593,2023-08-06,8,218,Rice
5.22,41.8492890960372,48.075912731424424,784.2002531789394,21.094654138499717,84.58870874831155,37.76354301294344,279.2498592527422,133.62202075256712,90.00727407814419,3488.530703906378,2024-06-08,6,160,Barley
7.42,63.05241875886661,6.297723055504102,232.73396836439366,30.413828015572392,28.773593268665955,145.59822749831207,295.6572399765654,132.20361412696502,90.50934820834973,2396.843940893721,2024-11-18,11,323,Wheat
7.53,149.45632008900748,8.273858519127444,569.577231039361,14.643593155077436,63.291426174883235,358.5907235233788,258.4874850251935,180.91010329967543,171.40082126446293,3469.8389049797247,2023-01-25,1,25,Wheat
8.3,40.145531491591015,12.730413216809843,141.05646888026286,12.083748872559157,54.69490307499596,176.11548753537264,134.00661652339946,102.77253400159235,99.05224975794931,2671.770783777106,2023-01-30,1,30,Rice
8.27,142.98657745872725,44.56444923030372,340.19741250733813,23.869227654094477,192.73703773740982,9.01450447945612,145.93271614256236,141.95123460736485,132.93984560053894,3279.628107691769,2024-08-15,8,228,Wheat
7.43,177.1302504577535,54.844001928657015,225.3275291547493,35.20321859580318,170.90947864043608,436.19728167740743,249.37374152698274,247.50631811379435,258.34224584018216,3228.7346199221624,2024-04-30,4,121,Barley
5.19,88.51219282578441,40.46579322122726,216.23498972658024,27.25965680807743,170.17055146441908,172.81351851807946,230.93169221567567,188.92748710052814,177.03955565564286,3717.881571622326,2025-04-09,4,99,Rice
8.08,,57.013398085015524,401.22316542807505,23.123813852600232,16.993257977893283,197.09524729995397,145.1390689748389,91.4573991413891,83.83843587420606,2954.519176659493,2023-08-21,8,233,Maize
5.41,122.11619953320263,51.52567918227527,152.84534650863952,24.27989357396627,173.599918379018,483.66405567673485,177.27482784816803,236.71521867930636,266.9866505152481,3842.4709033627173,2024-05-07,5,128,Wheat
5.75,61.93270545565408,8.721759904500086,495.9100458257526,18.60569335004169,97.95717359764815,52.89826013639948,218.85642659293154,125.21516680398344,96.52942485880189,2931.9151651584048,2024-07-03,7,185,Wheat
7.52,147.21989903938027,40.02962746001088,603.6916792004295,22.538888275099453,173.41203647578948,428.47506493469405,74.97051649106695,194.89218617215363,240.0867930149886,3851.572921710583,2024-06-26,6,178,Barley
6.35,168.95682120203736,25.11244115437542,683.0518424957,26.374362265244045,178.19477693814076,85.54298342858102,181.1265431512839,160.54394810017175,150.69241550658717,4407.622935515286,2023-03-07,3,66,Wheat
4.6,151.9042780579251,47.920102665378494,79.34065170138027,17.997951859890726,83.12555640583103,427.9625947956489,160.65657482578908,175.35226960978204,194.32976976477218,3206.2549777022255,2024-01-26,1,26,Rice
6.88,,43.08928373454094,210.55604392637065,29.233297693982024,166.86495914987972,112.83229152602753,110.81479427477554,139.24337616257804,145.05014237521365,2972.4527978477026,2025-02-19,2,50,Barley
5.98,121.21342685802377,28.859958076709123,202.74527418652056,14.93390228030363,164.10150084642183,242.5364545713477,47.17069952827004,144.70925119596149,175.93890683208443,2986.574664243221,2023-03-06,3,65,Maize
4.9,150.76310872034088,49.598321955435516,490.8744581042954,12.50697208527877,160.16361997195006,74.69969422688617,94.98073044822387,123.51596796581941,128.00615329605827,3925.3141498547016,2024-10-25,10,299,Barley
5.13,,28.200549819635725,613.1462497022757,20.1084565027831,28.562860894573472,323.860027210306,132.8207783119375,118.89966938292918,127.57780253102962,2727.963120402939,2023-12-24,12,358,Rice
7.74,,26.14812302046469,206.98514366091456,31.09131857717621,25.814249386176293,464.1862759903959,289.1748036219565,192.49682097775428,183.6619127910202,2684.3746763950003,2023-08-02,8,214,Rice
6.11,58.1680711834808,57.531336401043575,486.79893987028777,23.291812778669268,142.07030014246644,356.5071459308704,134.8796718023212,182.80048079810368,205.68229104497308,3483.383086309785,2023-10-31,10,304,Maize
5.19,141.7642287007452,44.01264556599352,265.05149191488965,21.780968008985663,77.8779559333747,473.8118292603335,78.75258127996322,157.327118202743,196.74558046612117,3147.486354336133,2024-03-23,3,83,Rice
7.68,164.27668013893813,20.977747811928122,183.42688315211484,29.320713500915133,76.56667895368705,224.79167646013116,224.51257482845477,150.5954472174062,135.82876779309706,3135.143641523124,2023-10-07,10,280,Barley
4.77,71.46322206304882,41.11470905393318,342.3668970718963,31.62515154782554,32.50221305949126,113.37930870025798,90.96586401557735,66.21672747447043,62.61170684732989,2747.7072127741503,2024-01-20,1,20,Wheat
6.48,46.70177617317599,30.218765488503987,77.25661168136592,26.573125684732055,82.22268339896972,131.13716090749244,124.73244029689545,104.75850597005198,101.14800234131911,2897.1916250402,2025-03-26,3,85,Wheat
4.71,97.33822629300832,5.62798908997405,584.9079939433436,16.119600717539235,29.981850649427933,413.9624772726562,227.2407152169309,165.9556353443245,164.9019250931467,3281.049780156934,2023-07-15,7,196,Barley
6.88,31.04293287992027,33.48782902419184,551.2349812695011,21.160572331677372,193.665392019851,116.03928893308252,110.02562292778202,153.0482406748766,162.01358418461356,3910.918757226328,2024-09-24,9,268,Wheat
